Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Malignant neoplasms,Alzheimer disease,Chronic lower respiratory diseases,Diseases of heart,Cerebrovascular diseases,COVID-19_Multiple Cause of Death,Year,Week,Days_Since_Last_Week,Total_Deaths,Malignancy_Mortality_Rate,Heart_Disease_Mortality_Rate,Natural_Cause_Prop,Month,Season,Seasonal Pattern
27/09/2023,Louisiana,2021,20,2021-05-22,968,842,165,30,41,240,54,38,2021,20,7.0,2378,6.938603868797309,10.09251471825063,0.3540790580319596,5,2,Spring
27/09/2023,Louisiana,2021,21,2021-05-29,934,823,177,27,35,228,48,47,2021,21,7.0,2319,7.632600258732213,9.831824062095732,0.3548943510133678,5,2,Spring
27/09/2023,Louisiana,2021,22,2021-06-05,1006,871,187,40,37,236,50,38,2021,22,7.0,2465,7.586206896551724,9.574036511156187,0.3533468559837728,6,3,Summer
27/09/2023,Louisiana,2021,23,2021-06-12,994,863,150,39,42,242,57,30,2021,23,7.0,2417,6.206040546131568,10.012412081092263,0.35705419942076955,6,3,Summer
27/09/2023,Louisiana,2021,24,2021-06-19,971,859,195,29,41,237,42,24,2021,24,7.0,2398,8.131776480400333,9.88323603002502,0.35821517931609675,6,3,Summer
27/09/2023,Louisiana,2021,25,2021-06-26,991,874,195,38,48,229,50,36,2021,25,7.0,2461,7.923608289313287,9.30516050386022,0.35514018691588783,6,3,Summer
27/09/2023,Louisiana,2021,26,2021-07-03,938,810,155,32,36,220,53,25,2021,26,7.0,2269,6.831203173204055,9.695901278096079,0.35698545614808286,7,3,Summer
27/09/2023,Louisiana,2021,27,2021-07-10,991,856,188,36,44,245,43,25,2021,27,7.0,2428,7.742998352553541,10.090609555189456,0.3525535420098847,7,3,Summer
27/09/2023,Louisiana,2021,28,2021-07-17,1037,912,199,39,43,228,44,57,2021,28,7.0,2559,7.7764751856193834,8.909730363423213,0.3563892145369285,7,3,Summer
27/09/2023,Louisiana,2021,29,2021-07-24,1095,947,178,43,38,244,68,95,2021,29,7.0,2708,6.573116691285081,9.010339734121123,0.34970457902511076,7,3,Summer
27/09/2023,Louisiana,2021,30,2021-07-31,1185,1045,167,39,39,268,63,162,2021,30,7.0,2968,5.626684636118599,9.029649595687331,0.352088948787062,7,3,Summer
27/09/2023,Louisiana,2021,31,2021-08-07,1317,1175,169,47,50,258,43,314,2021,31,7.0,3373,5.010376519418915,7.648977171657279,0.3483545804921435,8,3,Summer
27/09/2023,Louisiana,2021,32,2021-08-14,1395,1275,177,45,41,248,47,408,2021,32,7.0,3636,4.867986798679868,6.820682068206821,0.35066006600660066,8,3,Summer
27/09/2023,Louisiana,2021,33,2021-08-21,1411,1288,171,44,29,259,53,432,2021,33,7.0,3687,4.637917005695687,7.024681312720368,0.34933550311906697,8,3,Summer
27/09/2023,Louisiana,2021,34,2021-08-28,1419,1304,195,49,40,235,43,461,2021,34,7.0,3746,5.205552589428724,6.2733582487987185,0.34810464495461824,8,3,Summer
27/09/2023,Louisiana,2021,35,2021-09-04,1434,1303,173,46,39,286,53,410,2021,35,7.0,3744,4.620726495726496,7.638888888888889,0.34802350427350426,9,4,Autumn
27/09/2023,Louisiana,2021,36,2021-09-11,1283,1146,179,47,34,225,45,314,2021,36,7.0,3273,5.4689886953864955,6.8744271310724105,0.35013748854262144,9,4,Autumn
27/09/2023,Louisiana,2021,37,2021-09-18,1312,1199,181,48,46,272,56,326,2021,37,7.0,3440,5.261627906976744,7.906976744186046,0.34854651162790695,9,4,Autumn
27/09/2023,Louisiana,2021,38,2021-09-25,1207,1082,175,32,36,254,47,226,2021,38,7.0,3059,5.720823798627003,8.303367113435764,0.35371036286368096,9,4,Autumn
27/09/2023,Louisiana,2021,39,2021-10-02,1144,1006,191,39,47,210,60,161,2021,39,7.0,2858,6.682995101469559,7.3477956613016095,0.35199440167949614,10,4,Autumn
27/09/2023,Louisiana,2021,40,2021-10-09,1101,980,189,40,39,211,55,135,2021,40,7.0,2750,6.872727272727273,7.672727272727273,0.3563636363636364,10,4,Autumn
27/09/2023,Louisiana,2021,41,2021-10-16,1039,928,183,34,36,227,39,114,2021,41,7.0,2600,7.038461538461538,8.73076923076923,0.3569230769230769,10,4,Autumn
27/09/2023,Louisiana,2021,42,2021-10-23,984,881,150,40,39,206,52,65,2021,42,7.0,2417,6.206040546131568,8.522962350020686,0.36450144807612744,10,4,Autumn
27/09/2023,Louisiana,2021,43,2021-10-30,986,874,178,41,32,251,44,60,2021,43,7.0,2466,7.218167072181671,10.178426601784265,0.3544201135442011,10,4,Autumn
27/09/2023,Louisiana,2021,44,2021-11-06,1048,914,177,40,37,233,64,55,2021,44,7.0,2568,6.892523364485981,9.073208722741432,0.3559190031152648,11,4,Autumn
27/09/2023,Louisiana,2021,45,2021-11-13,991,901,180,41,48,225,53,40,2021,45,7.0,2479,7.260992335619202,9.076240419524002,0.36345300524405,11,4,Autumn
27/09/2023,Louisiana,2021,46,2021-11-20,1013,876,191,41,51,210,52,44,2021,46,7.0,2478,7.707828894269572,8.47457627118644,0.35351089588377727,11,4,Autumn
27/09/2023,Louisiana,2021,47,2021-11-27,988,861,169,36,46,233,50,35,2021,47,7.0,2418,6.989247311827956,9.636062861869313,0.3560794044665012,11,4,Autumn
27/09/2023,Louisiana,2021,48,2021-12-04,1006,885,176,42,40,245,45,43,2021,48,7.0,2482,7.0910556003223215,9.871071716357777,0.35656728444802577,12,1,Winter
27/09/2023,Louisiana,2021,49,2021-12-11,1010,881,168,31,52,237,52,40,2021,49,7.0,2471,6.79886685552408,9.591258599757184,0.3565358154593282,12,1,Winter
27/09/2023,Louisiana,2021,50,2021-12-18,996,885,171,40,37,258,41,27,2021,50,7.0,2455,6.965376782077392,10.509164969450103,0.3604887983706721,12,1,Winter
27/09/2023,Louisiana,2021,51,2021-12-25,1010,900,156,39,54,262,39,38,2021,51,7.0,2498,6.244995996797438,10.488390712570055,0.3602882305844676,12,1,Winter
27/09/2023,Louisiana,2021,52,2022-01-01,1013,893,141,42,37,221,55,58,2022,52,7.0,2460,5.731707317073171,8.983739837398375,0.36300813008130084,1,1,Winter
27/09/2023,Louisiana,2022,1,2022-01-08,1132,1004,152,46,46,278,62,112,2022,1,7.0,2832,5.367231638418079,9.81638418079096,0.3545197740112994,1,1,Winter
27/09/2023,Louisiana,2022,2,2022-01-15,1254,1106,166,51,48,311,66,184,2022,2,7.0,3186,5.210295040803516,9.761456371625863,0.34714375392341495,1,1,Winter
27/09/2023,Louisiana,2022,3,2022-01-22,1381,1250,180,61,50,304,75,292,2022,3,7.0,3593,5.009741163373225,8.460896187030336,0.34789869190091843,1,1,Winter
27/09/2023,Louisiana,2022,4,2022-01-29,1409,1284,177,61,57,280,58,276,2022,4,7.0,3602,4.9139367018323155,7.773459189339256,0.3564686285397002,1,1,Winter
27/09/2023,Louisiana,2022,5,2022-02-05,1295,1170,182,56,49,286,49,259,2022,5,7.0,3346,5.439330543933055,8.547519426180514,0.3496712492528392,2,1,Winter
27/09/2023,Louisiana,2022,6,2022-02-12,1275,1149,163,44,51,273,66,245,2022,6,7.0,3266,4.990814451928965,8.358848744641763,0.3518064911206369,2,1,Winter
27/09/2023,Louisiana,2022,7,2022-02-19,1206,1074,201,51,48,258,54,178,2022,7,7.0,3070,6.5472312703583055,8.403908794788274,0.3498371335504886,2,1,Winter
27/09/2023,Louisiana,2022,8,2022-02-26,1128,1026,169,41,38,232,68,139,2022,8,7.0,2841,5.948609644491376,8.166138683562126,0.3611404435058078,2,1,Winter
27/09/2023,Louisiana,2022,9,2022-03-05,1127,986,177,45,45,286,61,105,2022,9,7.0,2832,6.25,10.098870056497175,0.3481638418079096,3,2,Spring
27/09/2023,Louisiana,2022,10,2022-03-12,972,842,145,40,31,251,44,74,2022,10,7.0,2399,6.044185077115465,10.462692788661943,0.35097957482284287,3,2,Spring
27/09/2023,Louisiana,2022,11,2022-03-19,981,873,169,44,50,241,53,47,2022,11,7.0,2458,6.875508543531327,9.804719283970707,0.355166802278275,3,2,Spring
27/09/2023,Louisiana,2022,12,2022-03-26,996,859,171,34,46,228,50,28,2022,12,7.0,2412,7.08955223880597,9.45273631840796,0.3561359867330017,3,2,Spring
27/09/2023,Louisiana,2022,13,2022-04-02,928,805,174,31,38,231,42,34,2022,13,7.0,2283,7.6215505913272015,10.11826544021025,0.35260621988611474,4,2,Spring
27/09/2023,Louisiana,2022,14,2022-04-09,960,840,172,45,42,255,49,20,2022,14,7.0,2383,7.21779269827948,10.700797314309694,0.35249685270667225,4,2,Spring
27/09/2023,Louisiana,2022,15,2022-04-16,936,822,170,32,32,218,57,22,2022,15,7.0,2289,7.426823940585408,9.523809523809524,0.35910878112712974,4,2,Spring
27/09/2023,Louisiana,2022,16,2022-04-23,876,754,162,31,41,203,45,19,2022,16,7.0,2131,7.602064758329423,9.52604411074613,0.3538244955419991,4,2,Spring
27/09/2023,Louisiana,2022,17,2022-04-30,909,777,164,22,42,216,49,17,2022,17,7.0,2196,7.468123861566485,9.836065573770492,0.35382513661202186,4,2,Spring
27/09/2023,Louisiana,2022,18,2022-05-07,940,808,159,37,43,233,48,262,2022,18,7.0,2530,6.284584980237154,9.209486166007904,0.3193675889328063,5,2,Spring
27/09/2023,Louisiana,2022,19,2022-05-14,950,824,188,41,38,222,53,15,2022,19,7.0,2331,8.065208065208065,9.523809523809524,0.3534963534963535,5,2,Spring
27/09/2023,Louisiana,2022,20,2022-05-21,975,852,194,29,37,211,71,12,2022,20,7.0,2381,8.147837043259134,8.861822763544728,0.35783284334313314,5,2,Spring
27/09/2023,Louisiana,2022,21,2022-05-28,876,760,171,36,26,190,54,16,2022,21,7.0,2129,8.031939877876937,8.924377642085487,0.35697510568341945,5,2,Spring
27/09/2023,Louisiana,2022,22,2022-06-04,951,833,163,42,40,229,44,13,2022,22,7.0,2315,7.041036717062635,9.892008639308855,0.3598272138228942,6,3,Summer
27/09/2023,Louisiana,2022,23,2022-06-11,927,791,171,34,47,223,44,17,2022,23,7.0,2254,7.586512866015973,9.89352262644188,0.35093167701863354,6,3,Summer
27/09/2023,Louisiana,2022,24,2022-06-18,909,801,174,30,38,211,52,16,2022,24,7.0,2231,7.799193186911698,9.457642312864186,0.35903182429403857,6,3,Summer
27/09/2023,Louisiana,2022,25,2022-06-25,940,809,171,26,40,237,39,15,2022,25,7.0,2277,7.5098814229249005,10.408432147562582,0.35529205094422484,6,3,Summer
27/09/2023,Louisiana,2022,26,2022-07-02,905,777,160,41,27,224,50,26,2022,26,7.0,2210,7.239819004524888,10.135746606334841,0.35158371040723985,7,3,Summer
27/09/2023,Louisiana,2022,27,2022-07-09,969,863,157,32,37,263,48,49,2022,27,7.0,2418,6.492969396195203,10.8767576509512,0.35690653432588915,7,3,Summer
27/09/2023,Louisiana,2022,28,2022-07-16,982,849,176,43,53,218,46,44,2022,28,7.0,2411,7.2998755703027784,9.04189133139776,0.35213604313562835,7,3,Summer
27/09/2023,Louisiana,2022,29,2022-07-23,984,886,191,37,54,228,34,50,2022,29,7.0,2464,7.751623376623376,9.253246753246753,0.35957792207792205,7,3,Summer
27/09/2023,Louisiana,2022,30,2022-07-30,967,860,170,33,39,226,50,71,2022,30,7.0,2416,7.0364238410596025,9.35430463576159,0.35596026490066224,7,3,Summer
27/09/2023,Louisiana,2022,31,2022-08-06,975,848,162,52,42,231,50,56,2022,31,7.0,2416,6.705298013245033,9.561258278145695,0.3509933774834437,8,3,Summer
27/09/2023,Louisiana,2022,32,2022-08-13,936,825,176,40,49,209,46,55,2022,32,7.0,2336,7.534246575342466,8.946917808219178,0.3531678082191781,8,3,Summer
27/09/2023,Louisiana,2022,33,2022-08-20,955,832,158,39,38,220,50,45,2022,33,7.0,2337,6.760804450149764,9.4137783483098,0.3560119811724433,8,3,Summer
27/09/2023,Louisiana,2022,34,2022-08-27,962,857,190,37,37,230,44,43,2022,34,7.0,2400,7.916666666666666,9.583333333333334,0.3570833333333333,8,3,Summer
27/09/2023,Louisiana,2022,35,2022-09-03,916,811,160,38,37,221,51,53,2022,35,7.0,2287,6.9960647135986,9.663314385658067,0.3546130301705291,9,4,Autumn
27/09/2023,Louisiana,2022,36,2022-09-10,891,791,181,41,41,183,53,46,2022,36,7.0,2227,8.1275258194881,8.217332734620566,0.35518634934889987,9,4,Autumn
27/09/2023,Louisiana,2022,37,2022-09-17,959,824,187,39,38,202,48,38,2022,37,7.0,2335,8.008565310492505,8.650963597430406,0.35289079229122056,9,4,Autumn
27/09/2023,Louisiana,2022,38,2022-09-24,962,852,196,34,31,244,44,33,2022,38,7.0,2396,8.180300500834726,10.18363939899833,0.3555926544240401,9,4,Autumn
27/09/2023,Louisiana,2022,39,2022-10-01,903,809,189,33,34,220,47,30,2022,39,7.0,2265,8.344370860927153,9.713024282560706,0.35717439293598235,10,4,Autumn
27/09/2023,Louisiana,2022,40,2022-10-08,960,846,197,41,27,233,47,28,2022,40,7.0,2379,8.280790248003363,9.794031105506514,0.35561160151324084,10,4,Autumn
27/09/2023,Louisiana,2022,41,2022-10-15,908,778,161,40,33,222,62,25,2022,41,7.0,2229,7.222969941677883,9.959623149394348,0.3490354419021983,10,4,Autumn
27/09/2023,Louisiana,2022,42,2022-10-22,936,814,184,42,44,242,45,18,2022,42,7.0,2325,7.913978494623657,10.408602150537634,0.3501075268817204,10,4,Autumn
27/09/2023,Louisiana,2022,43,2022-10-29,918,831,189,40,33,209,48,24,2022,43,7.0,2292,8.24607329842932,9.118673647469459,0.362565445026178,10,4,Autumn
27/09/2023,Louisiana,2022,44,2022-11-05,945,846,176,35,37,221,49,17,2022,44,7.0,2326,7.566638005159071,9.501289767841788,0.36371453138435084,11,4,Autumn
27/09/2023,Louisiana,2022,45,2022-11-12,991,897,202,39,45,235,42,12,2022,45,7.0,2463,8.201380430369468,9.541209906617945,0.364190012180268,11,4,Autumn
27/09/2023,Louisiana,2022,46,2022-11-19,946,841,169,37,42,242,48,11,2022,46,7.0,2336,7.23458904109589,10.35958904109589,0.3600171232876712,11,4,Autumn
27/09/2023,Louisiana,2022,47,2022-11-26,1125,993,194,47,53,275,80,20,2022,47,7.0,2787,6.960889845712235,9.86724076067456,0.356297093649085,11,4,Autumn
27/09/2023,Louisiana,2022,48,2022-12-03,1016,917,198,35,50,233,52,17,2022,48,7.0,2518,7.863383637807784,9.253375694996029,0.3641779189833201,12,1,Winter
27/09/2023,Louisiana,2022,49,2022-12-10,1003,873,186,40,51,223,57,29,2022,49,7.0,2462,7.554833468724614,9.057676685621447,0.3545897644191714,12,1,Winter
27/09/2023,Louisiana,2022,50,2022-12-17,987,870,194,43,58,204,52,34,2022,50,7.0,2442,7.944307944307945,8.353808353808354,0.35626535626535627,12,1,Winter
27/09/2023,Louisiana,2022,51,2022-12-24,1014,904,162,49,51,264,61,33,2022,51,7.0,2538,6.382978723404255,10.401891252955082,0.3561859732072498,12,1,Winter
27/09/2023,Louisiana,2022,52,2022-12-31,1127,1000,183,53,59,276,67,32,2022,52,7.0,2797,6.542724347515194,9.867715409367179,0.3575259206292456,12,1,Winter
27/09/2023,Louisiana,2023,1,2023-01-07,1036,923,165,34,50,241,60,36,2023,1,7.0,2545,6.4833005893909625,9.469548133595286,0.36267190569744595,1,1,Winter
27/09/2023,Louisiana,2023,2,2023-01-14,1052,938,182,46,56,248,39,53,2023,2,7.0,2614,6.962509563886764,9.487375669472073,0.3588370313695486,1,1,Winter
27/09/2023,Louisiana,2023,3,2023-01-21,1025,925,183,30,54,234,39,35,2023,3,7.0,2525,7.247524752475247,9.267326732673267,0.36633663366336633,1,1,Winter
27/09/2023,Louisiana,2023,4,2023-01-28,1003,923,170,41,43,255,71,37,2023,4,7.0,2543,6.685017695635078,10.027526543452616,0.3629571372394809,1,1,Winter
27/09/2023,Louisiana,2023,5,2023-02-04,1046,932,181,42,53,245,62,31,2023,5,7.0,2592,6.983024691358025,9.452160493827162,0.3595679012345679,2,1,Winter
27/09/2023,Louisiana,2023,6,2023-02-11,1023,901,179,43,41,241,40,35,2023,6,7.0,2503,7.151418298042349,9.628445864962046,0.35996803835397523,2,1,Winter
27/09/2023,Louisiana,2023,7,2023-02-18,962,870,173,37,44,254,54,31,2023,7,7.0,2425,7.1340206185567006,10.474226804123711,0.35876288659793815,2,1,Winter
27/09/2023,Louisiana,2023,8,2023-02-25,1054,932,212,32,43,261,49,24,2023,8,7.0,2607,8.131952435749904,10.01150747986191,0.35749904104334485,2,1,Winter
27/09/2023,Louisiana,2023,9,2023-03-04,966,838,158,33,54,225,54,29,2023,9,7.0,2357,6.703436571913449,9.546033092914723,0.3555366991938905,3,2,Spring
27/09/2023,Louisiana,2023,10,2023-03-11,954,839,170,40,40,260,38,23,2023,10,7.0,2364,7.1912013536379025,10.998307952622675,0.35490693739424706,3,2,Spring
27/09/2023,Louisiana,2023,11,2023-03-18,941,837,184,29,42,231,44,19,2023,11,7.0,2327,7.907176622260422,9.926944563816072,0.35969058874086807,3,2,Spring
27/09/2023,Louisiana,2023,12,2023-03-25,973,867,200,41,32,231,41,22,2023,12,7.0,2407,8.309098462816785,9.597008724553385,0.3601994183631076,3,2,Spring
27/09/2023,Louisiana,2023,13,2023-04-01,977,857,180,37,48,231,54,14,2023,13,7.0,2398,7.506255212677231,9.63302752293578,0.3573811509591326,4,2,Spring
27/09/2023,Louisiana,2023,14,2023-04-08,902,792,170,32,47,219,39,17,2023,14,7.0,2218,7.664562669071236,9.87376014427412,0.3570784490532011,4,2,Spring
27/09/2023,Louisiana,2023,15,2023-04-15,925,812,172,39,55,205,46,12,2023,15,7.0,2266,7.590467784642542,9.046778464254192,0.35834068843777583,4,2,Spring
27/09/2023,Louisiana,2023,16,2023-04-22,897,779,167,30,33,220,45,17,2023,16,7.0,2188,7.63254113345521,10.054844606946983,0.3560329067641682,4,2,Spring
27/09/2023,Louisiana,2023,17,2023-04-29,880,769,180,32,32,214,44,262,2023,17,7.0,2413,7.459593866556154,8.868628263572315,0.3186904268545379,4,2,Spring
27/09/2023,Louisiana,2023,18,2023-05-06,967,856,199,35,54,242,44,13,2023,18,7.0,2410,8.25726141078838,10.04149377593361,0.35518672199170126,5,2,Spring
27/09/2023,Louisiana,2023,19,2023-05-13,900,771,176,39,48,201,41,262,2023,19,7.0,2438,7.219031993437245,8.244462674323216,0.3162428219852338,5,2,Spring
27/09/2023,Louisiana,2023,20,2023-05-20,891,782,166,28,47,202,39,262,2023,20,7.0,2417,6.868018204385602,8.357467935457178,0.3235415804716591,5,2,Spring
27/09/2023,Louisiana,2023,21,2023-05-27,896,797,184,31,33,203,43,262,2023,21,7.0,2449,7.513270722743977,8.28909759085341,0.3254389546753777,5,2,Spring
27/09/2023,Louisiana,2023,22,2023-06-03,950,818,175,48,47,219,49,262,2023,22,7.0,2568,6.814641744548286,8.528037383177569,0.31853582554517135,6,3,Summer
27/09/2023,Louisiana,2023,23,2023-06-10,864,761,163,42,43,197,40,262,2023,23,7.0,2372,6.871838111298483,8.30522765598651,0.3208263069139966,6,3,Summer
27/09/2023,Louisiana,2023,24,2023-06-17,852,765,178,37,32,213,40,262,2023,24,7.0,2379,7.482135350987811,8.953341740226985,0.32156368221941994,6,3,Summer
27/09/2023,Louisiana,2023,25,2023-06-24,825,728,152,21,33,216,37,262,2023,25,7.0,2274,6.684256816182938,9.498680738786279,0.3201407211961302,6,3,Summer
27/09/2023,Louisiana,2023,26,2023-07-01,899,795,163,37,35,239,48,262,2023,26,7.0,2478,6.577885391444714,9.644874899112187,0.32082324455205813,7,3,Summer
27/09/2023,Louisiana,2023,27,2023-07-08,855,761,168,27,35,223,55,262,2023,27,7.0,2386,7.041072925398156,9.346186085498742,0.3189438390611903,7,3,Summer
27/09/2023,Louisiana,2023,28,2023-07-15,822,741,169,32,34,222,39,262,2023,28,7.0,2321,7.281344248168893,9.56484274019819,0.31925894011202066,7,3,Summer
27/09/2023,Louisiana,2023,29,2023-07-22,852,768,162,27,40,206,55,12,2023,29,7.0,2122,7.634307257304431,9.707822808671066,0.36192271442035817,7,3,Summer
27/09/2023,Louisiana,2023,30,2023-07-29,764,706,170,33,22,182,53,262,2023,30,7.0,2192,7.755474452554745,8.302919708029197,0.3220802919708029,7,3,Summer
27/09/2023,Louisiana,2023,31,2023-08-05,752,700,139,38,43,176,42,262,2023,31,7.0,2152,6.45910780669145,8.178438661710038,0.3252788104089219,8,3,Summer
27/09/2023,Louisiana,2023,32,2023-08-12,826,786,188,39,37,199,50,14,2023,32,7.0,2139,8.789153810191678,9.30341280972417,0.36746143057503505,8,3,Summer
27/09/2023,Louisiana,2023,33,2023-08-19,719,688,162,40,45,180,37,21,2023,33,7.0,1892,8.562367864693446,9.513742071881607,0.36363636363636365,8,3,Summer
27/09/2023,Louisiana,2023,34,2023-08-26,723,710,174,38,34,180,39,19,2023,34,7.0,1917,9.076682316118937,9.389671361502346,0.37037037037037035,8,3,Summer
27/09/2023,Louisiana,2023,35,2023-09-02,616,605,134,39,20,169,37,12,2023,35,7.0,1632,8.21078431372549,10.355392156862745,0.3707107843137255,9,4,Autumn
27/09/2023,Louisiana,2023,36,2023-09-09,548,543,125,37,27,140,27,262,2023,36,7.0,1709,7.314218841427736,8.191925102399065,0.3177296664716208,9,4,Autumn
27/09/2023,Louisiana,2023,37,2023-09-16,406,406,112,26,28,96,20,262,2023,37,7.0,1356,8.259587020648967,7.079646017699115,0.2994100294985251,9,4,Autumn
27/09/2023,Maine,2020,1,2020-01-04,320,289,65,14,16,65,17,0,2020,1,-1351.0,786,8.269720101781171,8.269720101781171,0.36768447837150126,1,1,Winter
27/09/2023,Maine,2020,2,2020-01-11,318,287,68,103,26,66,13,0,2020,2,7.0,881,7.71850170261067,7.491486946651532,0.3257661748013621,1,1,Winter
27/09/2023,Maine,2020,3,2020-01-18,295,271,57,103,20,64,13,0,2020,3,7.0,823,6.925880923450791,7.7764277035236935,0.3292831105710814,1,1,Winter
27/09/2023,Maine,2020,4,2020-01-25,308,282,60,15,22,58,133,0,2020,4,7.0,878,6.83371298405467,6.605922551252847,0.3211845102505695,1,1,Winter
27/09/2023,Maine,2020,5,2020-02-01,288,256,62,103,16,66,133,0,2020,5,7.0,924,6.70995670995671,7.142857142857142,0.27705627705627706,2,1,Winter
27/09/2023,Maine,2020,6,2020-02-08,316,285,57,11,23,53,10,0,2020,6,7.0,755,7.549668874172186,7.0198675496688745,0.37748344370860926,2,1,Winter
27/09/2023,Maine,2020,7,2020-02-15,329,288,80,10,17,63,11,0,2020,7,7.0,798,10.025062656641603,7.894736842105263,0.3609022556390977,2,1,Winter
27/09/2023,Maine,2020,8,2020-02-22,299,276,64,103,31,73,16,0,2020,8,7.0,862,7.424593967517401,8.468677494199536,0.32018561484918795,2,1,Winter
27/09/2023,Maine,2020,9,2020-02-29,292,270,65,10,26,46,23,0,2020,9,7.0,732,8.879781420765028,6.284153005464481,0.36885245901639346,2,1,Winter
27/09/2023,Maine,2020,10,2020-03-07,313,287,64,10,21,63,22,0,2020,10,7.0,780,8.205128205128204,8.076923076923077,0.367948717948718,3,2,Spring
27/09/2023,Maine,2020,11,2020-03-14,301,275,69,103,22,56,18,0,2020,11,7.0,844,8.175355450236967,6.6350710900473935,0.32582938388625593,3,2,Spring
27/09/2023,Maine,2020,12,2020-03-21,277,254,76,103,14,60,13,0,2020,12,7.0,797,9.535759096612297,7.528230865746549,0.3186951066499373,3,2,Spring
27/09/2023,Maine,2020,13,2020-03-28,279,253,65,13,25,46,133,262,2020,13,7.0,1076,6.04089219330855,4.275092936802974,0.23513011152416358,3,2,Spring
27/09/2023,Maine,2020,14,2020-04-04,300,279,53,17,20,57,13,262,2020,14,7.0,1001,5.294705294705294,5.694305694305695,0.2787212787212787,4,2,Spring
27/09/2023,Maine,2020,15,2020-04-11,304,272,55,13,20,57,12,12,2020,15,7.0,745,7.38255033557047,7.651006711409396,0.3651006711409396,4,2,Spring
27/09/2023,Maine,2020,16,2020-04-18,310,280,69,103,20,52,12,11,2020,16,7.0,857,8.051341890315053,6.0676779463243875,0.3267211201866978,4,2,Spring
27/09/2023,Maine,2020,17,2020-04-25,285,261,64,103,12,48,14,18,2020,17,7.0,805,7.950310559006211,5.962732919254658,0.3242236024844721,4,2,Spring
27/09/2023,Maine,2020,18,2020-05-02,277,254,64,11,16,53,16,262,2020,18,7.0,953,6.715634837355719,5.561385099685205,0.26652675760755506,5,2,Spring
27/09/2023,Maine,2020,19,2020-05-09,293,270,53,14,24,59,13,262,2020,19,7.0,988,5.364372469635628,5.97165991902834,0.2732793522267207,5,2,Spring
27/09/2023,Maine,2020,20,2020-05-16,256,238,62,15,16,57,13,10,2020,20,7.0,667,9.295352323838081,8.545727136431784,0.3568215892053973,5,2,Spring
27/09/2023,Maine,2020,21,2020-05-23,267,234,56,15,17,48,133,262,2020,21,7.0,1032,5.426356589147287,4.651162790697675,0.22674418604651161,5,2,Spring
27/09/2023,Maine,2020,22,2020-05-30,302,277,76,12,14,47,15,13,2020,22,7.0,756,10.052910052910052,6.216931216931217,0.3664021164021164,5,2,Spring
27/09/2023,Maine,2020,23,2020-06-06,255,226,48,12,13,58,133,262,2020,23,7.0,1007,4.766633565044687,5.759682224428997,0.22442899702085403,6,3,Summer
27/09/2023,Maine,2020,24,2020-06-13,254,225,64,103,121,46,13,262,2020,24,7.0,1088,5.88235294117647,4.227941176470589,0.20680147058823528,6,3,Summer
27/09/2023,Maine,2020,25,2020-06-20,275,256,65,10,16,54,16,262,2020,25,7.0,954,6.813417190775681,5.660377358490567,0.26834381551362685,6,3,Summer
27/09/2023,Maine,2020,26,2020-06-27,299,263,75,10,15,53,133,262,2020,26,7.0,1110,6.756756756756757,4.774774774774775,0.23693693693693693,6,3,Summer
27/09/2023,Maine,2020,27,2020-07-04,280,254,62,12,26,51,133,262,2020,27,7.0,1080,5.7407407407407405,4.722222222222222,0.2351851851851852,7,3,Summer
27/09/2023,Maine,2020,28,2020-07-11,289,257,75,10,121,57,20,262,2020,28,7.0,1091,6.8744271310724105,5.224564619615032,0.23556370302474794,7,3,Summer
27/09/2023,Maine,2020,29,2020-07-18,294,268,63,103,13,60,13,262,2020,29,7.0,1076,5.855018587360595,5.5762081784386615,0.24907063197026022,7,3,Summer
27/09/2023,Maine,2020,30,2020-07-25,282,261,67,14,15,52,133,262,2020,30,7.0,1086,6.169429097605893,4.788213627992634,0.24033149171270718,7,3,Summer
27/09/2023,Maine,2020,31,2020-08-01,283,249,59,103,121,58,13,262,2020,31,7.0,1148,5.139372822299651,5.052264808362369,0.21689895470383275,8,3,Summer
27/09/2023,Maine,2020,32,2020-08-08,276,239,60,103,15,50,133,262,2020,32,7.0,1138,5.272407732864675,4.393673110720562,0.2100175746924429,8,3,Summer
27/09/2023,Maine,2020,33,2020-08-15,280,245,64,13,15,54,15,262,2020,33,7.0,948,6.751054852320674,5.69620253164557,0.25843881856540085,8,3,Summer
27/09/2023,Maine,2020,34,2020-08-22,312,275,64,20,13,61,20,262,2020,34,7.0,1027,6.2317429406037,5.939629990262902,0.26777020447906524,8,3,Summer
27/09/2023,Maine,2020,35,2020-08-29,285,251,69,13,10,54,13,262,2020,35,7.0,957,7.210031347962382,5.6426332288401255,0.26227795193312436,8,3,Summer
27/09/2023,Maine,2020,36,2020-09-05,289,266,68,103,13,62,14,262,2020,36,7.0,1077,6.313834726090993,5.7567316620241415,0.24698235840297122,9,4,Autumn
27/09/2023,Maine,2020,37,2020-09-12,319,292,75,103,15,65,11,262,2020,37,7.0,1142,6.567425569176883,5.691768826619965,0.25569176882662,9,4,Autumn
27/09/2023,Maine,2020,38,2020-09-19,299,270,68,14,10,63,16,262,2020,38,7.0,1002,6.786427145708583,6.287425149700598,0.2694610778443114,9,4,Autumn
